,Title,Author,Editor,AutGen,EdGen,AutM,AutF,EdM,EdF,Type,Importance,Year,Publisher,Convener,Rank,Cluster,Level,Weighted,Senior,Female,single.female,single.male,Single,Top,Top.Press,two,three,female.comale,female.cofemale,Self,male.comale,male.cofemale,Male,book,article
127,International relations,"Griffiths, Martin; O'Callaghan, Terry; Roach, Steven C.",,MMM,,3,0,0,0,Book,Background,2007,Routledge,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
128,International Security,"Krasner, Stephen D.",,M,,1,0,0,0,Article,Essential,1996,The MIT Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
129,The Shifting Distribution of Global Economic Activity,"Quah, Danny",,M,,1,0,0,0,Article,Background,NA,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
130,International Affairs,"Strange, Susan",,F,,0,1,0,0,Article,Background,1970,Wiley,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
131,"Governing the global polity: practice, mentality, rationality","Neumann, Iver B.; Sending, Ole Jacob",,MM,,2,0,0,0,Book,Background,2010,University of Michigan Press,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
132,The purpose of intervention: changing beliefs about the use of force,"Finnemore, Martha",,F,,0,1,0,0,Book,Background,2003,Cornell University Press,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
133,On the way to diplomacy,"Constantinou, Costas M.",,M,,1,0,0,0,Book,Background,1996,University of Minnesota Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
134,European Journal of International Relations,"Kamran, Matin",,M,,1,0,0,0,Article,Background,2007,Sage Publications Ltd.,M,Professor,Theory,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
135,Ethics & International Affairs,"Bellamy, Alex J.",,M,,1,0,0,0,Article,Background,2011,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
136,European Political Science Review,"Cox, Michael",,M,,1,0,0,0,Article,Background,2011,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
137,Security Studies,"Wilcox, Lauren",,F,,0,1,0,0,Article,Background,2009,,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
138,Review of International Studies,"Mann, Michael",,M,,1,0,0,0,Article,Background,2004,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
139,World Politics,"Jervis, Robert ",,M,,1,0,0,0,Article,Background,1985,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,1,1,0,0,0,0,FALSE,0,0,1,0,1
140,The assassins' gate: America in Iraq,"Packer, George",,M,,1,0,0,0,Book,Background,2005,"Farrar, Straus and Giroux",M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
141,The Penguin History of the World,"Roberts, J. M.; Westad, Odd Arne",,MM,,2,0,0,0,Book,Essential,2007,Penguin,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
142,International Affairs,"Clark, Ian",,M,,1,0,0,0,Article,Background,2011,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
143,Seeing like a state: how certain schemes to improve the human condition have failed,"Scott, James C.",,M,,1,0,0,0,Book,Background,1998,Yale University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
144,Gender and international relations: an introduction,"Steans, Jill",,F,,0,1,0,0,Book,Background,1998,Polity,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
146,Perspectives on Politics,"Ikenberry, G. John",,M,,1,0,0,0,Article,Background,2009,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
147,Foreign Affairs,"Slaughter, Anne-Marie",,F,,0,1,0,0,Article,Background,2009,Council on Foreign Relations NY,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
148,"Beyond the anarchical society: Grotius, colonialism and order in world politics","Keene, Edward",,M,,1,0,0,0,Book,Background,2002,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
149,Millennium - Journal of International Studies,"Weber, Cynthia",,F,,0,1,0,0,Article,Background,1994,,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
150,Political Theory,"Wendt, Alexander; Duvall, Raymond",,MM,,2,0,0,0,Article,Background,2008,Sage Publications Ltd.,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
151,States and markets,"Strange, Susan",,F,,0,1,0,0,Book,Background,1988,Pinter,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
152,International Organization,"Osiander, Andreas",,M,,1,0,0,0,Article,Background,2001,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
153,International Studies Perspectives,"Newman, Edward",,M,,1,0,0,0,Article,Background,2001,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
154,European Journal of International Relations,"Neumann, Iver B.",,M,,1,0,0,0,Article,Background,2012,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
155,Survival,"Phillips, Christopher",,M,,1,0,0,0,Article,Background,2012,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
156,"The essential Foucault: selections from The Essential Works of Foucault, 1954-1984","Foucault, Michel","Foucault, Michel; Rabinow, Paul; Rose, Nikolas S.",M,MMM,1,0,3,0,Book,Background,2003,New Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
157,"Regime change, it's been done before","Gough, Roger; Hurd, Douglas",,MM,,2,0,0,0,Book,Background,2003,Policy Exchange,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
158,"Governing globalization: power, authority and global governance","Koenig-Archibugi, Mathias","Held, David; McGrew, Anthony G.",M,MM,1,0,2,0,Book,NA,2002,Polity,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
159,International Organization,"Finnemore, Martha; Toope, Stephen J. ",,FM,,1,1,0,0,Article,Essential,2001,The MIT Press,M,Professor,Theory,Undergrad,0.5,1,1,0,0,0,1,1,1,0,1,0,FALSE,0,1,0,0,1
160,Regions and powers: the structure of international security,"Buzan, Barry; Waever, Ole",,MM,,2,0,0,0,Book,Background,2003,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
161,European Journal of International Relations,"Bartelson, Jens",,M,,1,0,0,0,Article,Background,2006,Sage Publications Ltd.,M,Professor,Theory,Undergrad,0,1,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
162,The international struggle over Iraq: politics in the UN Security Council 1980-2005,"Malone, David",,M,,1,0,0,0,Book,Background,2006,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
163,At home with the diplomats: inside a European foreign ministry,"Neumann, Iver B.",,M,,1,0,0,0,Book,Background,2012,Cornell University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
164,Power in global governance,"Muppidi, Himadeep","Barnett, Michael N.; Duvall, Raymond",M,MM,1,0,2,0,Book,NA,2005,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
165,"Empire lite: nation building in Bosnia, Kosovo, Afghanistan","Ignatieff, Michael",,M,,1,0,0,0,Book,Background,2003,Vintage,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
166,International Politics,"Hobson, John M.",,M,,1,0,0,0,Article,Background,2007,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
167,International Studies Review,"Overbeek, Henk; Dingwerth, Klaus; Pattberg, Philipp; Compagnon, Daniel",,MMM,,3,0,0,0,Article,Background,2010,,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
168,International Security,"Pape, Robert A. ",,M,,1,0,0,0,Article,Background,2005,The MIT Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
169,Paradise and power: America and Europe in the new world order,"Kagan, Robert",,M,,1,0,0,0,Book,Essential,2003,Atlantic,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
170,The Oxford handbook of the history of nationalism,"Breuilly, John",,M,,1,0,0,0,Book,Background,2013,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
171,The use of force: military power and international politics,"Art, Robert J.; Waltz, Kenneth N.",,MM,,2,0,0,0,Book,Background,2009,Rowman & Littlefield Publishers,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
172,State sovereignty as social construct,"Biersteker, Thomas J.; Weber, Cynthia",,MF,,1,1,0,0,Book,Background,1996,Cambridge University Press,M,Professor,Theory,Undergrad,0.5,1,1,0,0,0,0,1,1,0,1,0,FALSE,0,1,0,1,0
173,The globalization of world politics: an introduction to international relations,"Brown, Chris","Baylis, John; Smith, Steve M.; Owens, Patricia",M,MMF,1,0,2,1,Book,Background,2011,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
174,"The Aberystwyth papers: international politics, 1919-1969","Bull, Hedley","Porter, Brian",M,M,1,0,1,0,Book,Background,1972,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
175,Foreign Affairs,"Ikenberry, G. John",,M,,1,0,0,0,Article,Background,2011,Council on Foreign Relations NY,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
176,The twentieth-century world and beyond: an international history since 1900,"Keylor, William R.",,M,,1,0,0,0,Book,Essential,2011,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
177,Millennium - Journal of International Studies,"de Carvalho, Benjamin; Leira, Halvard; Hobson, John M.",,MMM,,3,0,0,0,Article,Essential,2011,,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
178,The Causal Nexus Between Cognitive Beliefs and Decision Making Behavior: The _„ñOperational Code_„ù Belief System,"George, Alexander","Falkowski, L.S.",M,M,1,0,1,0,Book,Background,NA,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
179,Empires,"Doyle, Michael W.",,M,,1,0,0,0,Book,Essential,1986,Cornell University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
180,"The global political economy of sex: desire, violence, and insecurity in Mediterranean nation states","Agathangelou, Anna M.",,F,,0,1,0,0,Book,Background,2004,Palgrave Macmillan,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
181,Millennium - Journal of International Studies,"Ferguson, Yale H.; Mansbach, Richard W.",,MM,,2,0,0,0,Article,Background,2007,,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
182,The breaking of nations: order and chaos in the twenty-first century,"Cooper, Robert",,M,,1,0,0,0,Book,Essential,2004,Atlantic,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
183,Imagining war: French and British military doctrine between the wars,"Kier, Elizabeth",,F,,0,1,0,0,Book,Background,1997,Princeton University Press,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
184,European Journal of International Relations,"Laffey, Mark; Weldes, Jutta",,MF,,1,1,0,0,Article,Background,1997,,M,Professor,Theory,Undergrad,0.5,1,1,0,0,0,1,0,1,0,1,0,FALSE,0,1,0,0,1
185,State sovereignty: change and persistence in international relations,"Hashmi, Sohail H.",,M,,1,0,0,0,Book,Background,1997,Pennsylvania State University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
186,"United Nations, divided world: the UN's roles in international relations","Farer, Tom J.; Gaer, Felice","Roberts, Adam; Kingsbury, Benedict",MF,MM,1,1,2,0,Book,Background,1993,Oxford University Press,M,Professor,Theory,Undergrad,0.5,1,1,0,0,0,0,1,1,0,1,0,FALSE,0,1,0,1,0
187,"Bananas, beaches and bases: making feminist sense of international politics","Enloe, Cynthia H.",,F,,0,1,0,0,Book,Background,2000,University of California Press,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
188,State-building: governance and world order in the 21st century,"Fukuyama, Francis",,M,,1,0,0,0,Book,NA,2004,Cornell University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
189,A history of warfare,"Keegan, John",,M,,1,0,0,0,Book,Essential,2004,Pimlico,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
190,Thinking international relations differently: worlding beyond the West,"Tickner, Arlene B.; Blaney, David L.",,FM,,1,1,0,0,Book,Background,2012,Routledge,M,Professor,Theory,Undergrad,0.5,1,1,0,0,0,0,1,1,0,1,0,FALSE,0,1,0,1,0
191,The global transformations reader: an introduction to the globalization debate,"Held, David; McGrew, Anthony G.",,MM,,2,0,0,0,Book,Essential,2003,Blackwell Publishing,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
192,Review of International Studies,"Wilson, Peter",,M,,1,0,0,0,Article,Essential,2001,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
193,Foreign Affairs,"Huntington, Samuel P.",,M,,1,0,0,0,Article,Background,1993,Council on Foreign Relations NY,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
194,"Ideas and foreign policy: beliefs, institutions, and political change","Sikkink, Kathryn","Goldstein, Judith; Keohane, Robert O.",F,FM,0,1,1,1,Book,Background,1993,Cornell University Press,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
195,The international struggle over Iraq: politics in the UN Security Council 1980-2005,"Malone, David",,M,,1,0,0,0,Article,Background,2006,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
196,A genealogy of sovereignty,"Bartelson, Jens",,M,,1,0,0,0,Book,Background,1995,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
197,Ethics and foreign intervention,"Hoffman, Stanley","Chatterjee, Deen K.; Scheid, Don E.",M,MM,1,0,2,0,Book,Background,2003,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
198,International Security,"Johnston, Alastair I.",,M,,1,0,0,0,Article,Background,2003,The MIT Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
199,"Governing the global polity: practice, mentality, rationality","Neumann, Iver B.; Sending, Ole Jacob",,MM,,2,0,0,0,Book,Background,2010,University of Michigan Press,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
200,Globalization: a very short introduction,"Steger, Manfred B.",,M,,1,0,0,0,Book,Essential,2003,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
201,The evolution of international society: a comparative historical analysis,"Watson, Adam",,M,,1,0,0,0,Book,Background,1992,Routledge,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
202,The global transformations reader: an introduction to the globalization debate,"Held, David; McGrew, Anthony G.",,MM,,2,0,0,0,Book,Background,2003,Blackwell Publishing,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
203,Foreign Affairs,"Stewart, Patrick",,M,,1,0,0,0,Article,Background,2011,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
204,International Relations,"Buzan, Barry",,M,,1,0,0,0,Article,Essential,2011,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
205,European Journal of International Relations,"Barkawi, Tarak; Laffey, M.",,MM,,2,0,0,0,Article,Background,1999,,M,Professor,Theory,Undergrad,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
207,Millennium - Journal of International Studies,"Guzzini, Stefano",,M,,1,0,0,0,Article,Essential,2005,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
208,Comparative Studies in Society and History,"Vitalis, Robert",,M,,1,0,0,0,Article,Background,2010,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
209,Handbook of international relations,"Zuern, Michael","Carlsnaes, Walter; Risse-Kappen, Thomas; Simmons, Beth A.",M,MMF,1,0,2,1,Book,Essential,2013,Sage Publications Ltd.,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
210,Universal human rights in theory and practice,"Donnelly, Jack",,M,,1,0,0,0,Book,Background,NA,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
211,The Big Bangs of IR: The Myths That Your Teachers Still Tell You about 1648 and 1919,"De Carvalho, Benjamin; Leira, Halvard; Hobson, John M.",,MMM,,3,0,0,0,Article,Essential,NA,,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
212,Systems of states,"Wight, Martin; Bull, Hedley",,M,M,1,0,1,0,Book,Essential,1977,London School of Economics,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
213,"Gender and global restructuring: sightings, sites and resistances","Marchand, Marianne H.; Runyan, Anne Sisson",,FF,,0,2,0,0,Book,Background,2000,Routledge,M,Professor,Theory,Undergrad,1,1,1,0,0,0,0,1,0,0,0,1,FALSE,0,0,0,1,0
216,"Ancient society; or, Researches in the lines of human progress from savagery through barbarism to civilization","Morgan, L. H.",,M,,1,0,0,0,Book,Background,1958,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
217,Rescuing Afghanistan,"Maley, William",,M,,1,0,0,0,Book,Background,2006,C. Hurst & Company,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
218,Ethics & International Affairs,"Smith, Michael J.",,M,,1,0,0,0,Article,Background,1998,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
219,Inventing international society: a history of the English school,"Dunne, Timothy",,M,,1,0,0,0,Book,Background,1998,Palgrave Macmillan,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
220,International Security,"Gavin, Francis J. ",,M,,1,0,0,0,Article,Background,NA,The MIT Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
221,Imagined communities: reflections on the origin and spread of nationalism,"Anderson, Benedict R.",,M,,1,0,0,0,Book,Background,1983,Verso,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
222,"Man, the state and war: a theoretical analysis","Waltz, Kenneth N.",,M,,1,0,0,0,Book,Background,1959,Columbia University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
223,Foreign Affairs,"Mallaby, Sebastian",,M,,1,0,0,0,Article,Background,2002,Council on Foreign Relations NY,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
224,From international to world society?: English school theory and the social structure of globalisation,"Buzan, Barry",,M,,1,0,0,0,Book,Background,2004,Cambridge University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
225,International Affairs,"Dodge, Toby",,M,,1,0,0,0,Article,Background,2010,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
226,The democracy makers: human rights and international order,"Guilhot, Nicolas",,M,,1,0,0,0,Book,Background,2005,Columbia University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
227,Saving strangers: humanitarian intervention in international society,"Wheeler, Nicholas J.",,M,,1,0,0,0,Article,Background,2000,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
228,The clash of civilizations and the remaking of world order,"Huntington, Samuel P.",,M,,1,0,0,0,Book,Background,2002,Free Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
229,Humanitarian intervention: ideas in action,"Weiss, Thomas George",,M,,1,0,0,0,Book,Background,2012,Polity,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
230,NYU Journal of International Law and Politics,"Anghie, Antony",,M,,1,0,0,0,Article,Background,NA,,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
231,Nonintervention and international order,"Vincent, R. J.",,M,,1,0,0,0,Book,Background,1974,Princeton University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
232,"Descent into chaos: the United States and the failure of nation building in Pakistan, Afghanistan, and Central Asia","Rashid, Ahmed",,M,,1,0,0,0,Book,Background,2008,Viking,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
233,Constructing a security community in Southeast Asia: ASEAN and the problem of regional order,"Acharya, Amitav",,M,,1,0,0,0,Book,Background,2001,Routledge,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
234,"The war within: a secret White House history, 2006-2008","Woodward, Bob",,M,,1,0,0,0,Book,Background,2008,Simon & Schuster,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
235,Proceedings of the Aristotelian Society,"Gallie, W. B. ",,M,,1,0,0,0,Article,Background,1956,Wiley,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
236,"New modes of governance in the global system: exploring publicness, delegation and inclusiveness","Koenig-Archibugi, Mathias; Zuern, Michael",,MM,,2,0,0,0,Book,Background,2006,Palgrave Macmillan,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
237,The International Spectator,"Ioannides, Isabelle",,F,,0,1,0,0,Article,Essential,2014,,M,Professor,Theory,Undergrad,1,1,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
238,The anarchical society: a study of order in world politics,"Bull, Hedley",,M,,1,0,0,0,Book,Essential,2012,Palgrave Macmillan,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
239,Grasping the democratic peace: principles for a post-Cold War world,"Russett, Bruce M.; Antholis, William",,MM,,2,0,0,0,Book,Background,1993,Princeton University Press,M,Professor,Theory,Undergrad,0,1,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
240,Foreign Policy Analysis,"Hudson, Valerie M.",,F,,0,1,0,0,Article,Background,2005,,M,Professor,Theory,Undergrad,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,0,0,1
241,"The standard of ""civilization"" in international society","Gong, Gerrit W.",,M,,1,0,0,0,Book,Background,1984,Oxford University Press,M,Professor,Theory,Undergrad,0,1,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
